Account Number,First Name,Last Name,TAG ID,Posting Date,Exit Date,Lane,Direction,Plaza,License Plate,State,Collection Type,Amount,Agency
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:12:00,,,Plaza-Lively Boulevard-Lane 53,AAA0078,ND,VIDEO TOLL,-$0.61,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:13:00,,,Plaza-Lively Boulevard-Lane 53,AAA0021,NY,VIDEO TOLL,-$1.23,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:14:00,,,Plaza-Lively Boulevard-Lane 53,AAA0084,LA,VIDEO TOLL,-$1.57,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:15:00,,,Plaza-Lively Boulevard-Lane 53,AAA0092,ME,VIDEO TOLL,-$0.73,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:16:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0003,WI,VIDEO TOLL,-$2.22,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:17:00,,,Plaza-Lively Boulevard-Lane 53,AAA0079,MD,VIDEO TOLL,-$1.24,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:18:00,,,Plaza-Lively Boulevard-Lane 53,AAA0074,VA,VIDEO TOLL,-$1.69,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:19:00,,,Plaza-Lively Boulevard-Lane 53,AAA0027,IN,VIDEO TOLL,-$2.04,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:20:00,,,Plaza-Lively Boulevard-Lane 53,AAA0075,NC,VIDEO TOLL,-$1.48,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:21:00,,,Plaza-Lively Boulevard-Lane 53,AAA0049,PA,VIDEO TOLL,-$1.66,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:22:00,,,Plaza-Lively Boulevard-Lane 53,AAA0045,IN,VIDEO TOLL,-$0.93,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:23:00,,,Plaza-Lively Boulevard-Lane 53,AAA0029,OR,VIDEO TOLL,-$1.09,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:24:00,,,Plaza-Lively Boulevard-Lane 53,AAA0060,MO,VIDEO TOLL,-$2.28,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:25:00,,,Plaza-Lively Boulevard-Lane 53,AAA0087,AL,VIDEO TOLL,-$2.25,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:26:00,,,Plaza-Lively Boulevard-Lane 53,AAA0019,AR,VIDEO TOLL,-$1.31,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:27:00,,,Plaza-Lively Boulevard-Lane 53,AAA0070,UT,VIDEO TOLL,-$1.32,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:28:00,,,Plaza-Lively Boulevard-Lane 53,AAA0027,CA,VIDEO TOLL,-$2.09,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:29:00,,,Plaza-Lively Boulevard-Lane 53,AAA0096,CO,VIDEO TOLL,-$2.11,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:30:00,,,Plaza-Lively Boulevard-Lane 53,AAA0055,AR,VIDEO TOLL,-$0.96,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:31:00,,,Plaza-Lively Boulevard-Lane 53,AAA0010,RI,VIDEO TOLL,-$2.15,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:32:00,,,Plaza-Lively Boulevard-Lane 53,AAA0001,OR,VIDEO TOLL,-$2.07,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:33:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0003,ID,VIDEO TOLL,-$1.96,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:34:00,,,Plaza-Lively Boulevard-Lane 53,AAA0064,KS,VIDEO TOLL,-$0.62,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:35:00,,,Plaza-Lively Boulevard-Lane 53,AAA0029,CT,VIDEO TOLL,-$2.17,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:36:00,,,Plaza-Lively Boulevard-Lane 53,AAA0072,FL,VIDEO TOLL,-$0.96,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:37:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0009,ME,VIDEO TOLL,-$2.35,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:38:00,,,Plaza-Lively Boulevard-Lane 53,AAA0093,LA,VIDEO TOLL,-$1.22,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:39:00,,,Plaza-Lively Boulevard-Lane 53,AAA0018,ND,VIDEO TOLL,-$0.53,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:40:00,,,Plaza-Lively Boulevard-Lane 53,AAA0085,GA,VIDEO TOLL,-$0.69,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:41:00,,,Plaza-Lively Boulevard-Lane 53,AAA0069,WV,VIDEO TOLL,-$1.27,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:42:00,,,Plaza-Lively Boulevard-Lane 53,AAA0073,VA,VIDEO TOLL,-$1.33,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:43:00,,,Plaza-Lively Boulevard-Lane 53,AAA0082,SD,VIDEO TOLL,-$0.91,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:44:00,,,Plaza-Lively Boulevard-Lane 53,AAA0028,OH,VIDEO TOLL,-$0.90,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:45:00,,,Plaza-Lively Boulevard-Lane 53,AAA0024,OH,VIDEO TOLL,-$0.93,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:46:00,,,Plaza-Lively Boulevard-Lane 53,AAA0009,KY,VIDEO TOLL,-$1.78,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:47:00,,,Plaza-Lively Boulevard-Lane 53,AAA0070,WY,VIDEO TOLL,-$1.83,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:48:00,,,Plaza-Lively Boulevard-Lane 53,AAA0080,AK,VIDEO TOLL,-$1.96,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:49:00,,,Plaza-Lively Boulevard-Lane 53,AAA0041,KY,VIDEO TOLL,-$1.58,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:50:00,,,Plaza-Lively Boulevard-Lane 53,AAA0045,WV,VIDEO TOLL,-$0.95,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:51:00,,,Plaza-Lively Boulevard-Lane 53,AAA0088,KS,VIDEO TOLL,-$2.09,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:52:00,,,Plaza-Lively Boulevard-Lane 53,AAA0009,NJ,VIDEO TOLL,-$2.14,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:53:00,,,Plaza-Lively Boulevard-Lane 53,AAA0038,OH,VIDEO TOLL,-$1.51,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:54:00,,,Plaza-Lively Boulevard-Lane 53,AAA0022,NE,VIDEO TOLL,-$2.50,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:55:00,,,Plaza-Lively Boulevard-Lane 53,AAA0083,VT,VIDEO TOLL,-$1.01,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:56:00,,,Plaza-Lively Boulevard-Lane 53,AAA0053,RI,VIDEO TOLL,-$2.01,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:57:00,,,Plaza-Lively Boulevard-Lane 53,AAA0069,SD,VIDEO TOLL,-$1.71,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:58:00,,,Plaza-Lively Boulevard-Lane 53,AAA0005,AK,VIDEO TOLL,-$1.15,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:59:00,,,Plaza-Lively Boulevard-Lane 53,AAA0087,MS,VIDEO TOLL,-$0.99,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:00:00,,,Plaza-Lively Boulevard-Lane 53,AAA0049,NH,VIDEO TOLL,-$1.07,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:01:00,,,Plaza-Lively Boulevard-Lane 53,AAA0009,IA,VIDEO TOLL,-$1.61,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:02:00,,,Plaza-Lively Boulevard-Lane 53,AAA0088,TX,VIDEO TOLL,-$0.96,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:03:00,,,Plaza-Lively Boulevard-Lane 53,AAA0010,GA,VIDEO TOLL,-$1.89,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:04:00,,,Plaza-Lively Boulevard-Lane 53,AAA0065,NM,VIDEO TOLL,-$2.38,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:05:00,,,Plaza-Lively Boulevard-Lane 53,AAA0035,IA,VIDEO TOLL,-$0.74,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:06:00,,,Plaza-Lively Boulevard-Lane 53,AAA0086,UT,VIDEO TOLL,-$0.75,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:07:00,,,Plaza-Lively Boulevard-Lane 53,AAA0001,WV,VIDEO TOLL,-$0.79,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:08:00,,,Plaza-Lively Boulevard-Lane 53,AAA0014,VT,VIDEO TOLL,-$1.16,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:09:00,,,Plaza-Lively Boulevard-Lane 53,AAA0030,KS,VIDEO TOLL,-$2.36,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:10:00,,,Plaza-Lively Boulevard-Lane 53,AAA0065,CA,VIDEO TOLL,-$0.66,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:11:00,,,Plaza-Lively Boulevard-Lane 53,AAA0036,NC,VIDEO TOLL,-$2.09,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:12:00,,,Plaza-Lively Boulevard-Lane 53,AAA0067,MS,VIDEO TOLL,-$0.64,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:13:00,,,Plaza-Lively Boulevard-Lane 53,AAA0014,NC,VIDEO TOLL,-$0.89,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:14:00,,,Plaza-Lively Boulevard-Lane 53,AAA0058,NC,VIDEO TOLL,-$0.63,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:15:00,,,Plaza-Lively Boulevard-Lane 53,AAA0067,MN,VIDEO TOLL,-$1.54,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 02:16:00,,,Plaza-Lively Boulevard-Lane 53,AAA0050,NM,VIDEO TOLL,-$1.96,Benicia
