


Plate Number,Country,State,Plate Type,Year,Make,Model,Start Date/Time,End Date/Time,Is a Rental Vehicle,Vehicle Type,Delete
AFH0057,USA,CT,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0058,USA,DE,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0059,USA,FL,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0060,USA,GA,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0061,USA,HI,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0062,USA,ID,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0063,USA,IL,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0064,USA,IN,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0065,USA,IA,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0066,USA,KS,PASSENGER,2025,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0067,USA,KY,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0068,USA,LA,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0069,USA,ME,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0070,USA,MD,PASSENGER,2025,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0071,USA,MA,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0072,USA,MI,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0073,USA,MN,PASSENGER,2025,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0074,USA,MS,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0075,USA,MO,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0076,USA,MT,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0077,USA,NE,PASSENGER,2025,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0078,USA,NV,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0079,USA,NH,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0080,USA,NJ,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0081,USA,NM,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0082,USA,NY,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0083,USA,NC,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0084,USA,ND,PASSENGER,2025,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0085,USA,OH,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0086,USA,OK,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0087,USA,OR,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0088,USA,PA,PASSENGER,2024,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0089,USA,RI,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0090,USA,SC,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0091,USA,SD,PASSENGER,2025,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0092,USA,TN,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0093,USA,TX,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0094,USA,UT,PASSENGER,2025,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0095,USA,VT,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0096,USA,VA,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0097,USA,WA,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0098,USA,WV,PASSENGER,2026,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0099,USA,WI,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
AFH0100,USA,WY,PASSENGER,2023,,Other,08/19/2025 08:00 AM,,N,72,N
